Service1,1316.75,88,3.8,96,80,100,87,308.0
NavneNumreBasis,843.5,97,5.7,99,58,89,69,98.5
Service,370.25,67,5.4,68,73,67,84,19.75
LeagueService,169.0,96,12.2,96,50,89,66,9.83
WebSitePulseService,119.33,86,1.2,95,73,78,84,1.66
KUAMNewsSyndicatedHeadlines,83.0,87,15.2,96,73,78,62,1.0
interop2B,121.0,90,4.1,91,73,78,84,30.2
WSEmbossService,2342.83,75,0.8,76,73,78,84,37.83
GSXWS,1036.2,87,3.8,95,33,78,59,11.48
FindIP,173.0,86,13.2,95,73,78,84,3.0
ServicioNomenclator,285.3,69,1.6,69,73,67,84,2.2
RandomPlayer,348.0,100,2.4,100,67,78,72,16.8
EnergyUnit,905.0,96,1.6,99,73,78,84,3.0
AnalysisWSAppLabImplService,334.43,84,1.4,84,53,89,66,114.43
IACHSOAPservice,386.44,27,6.0,28,60,78,79,8.2
SearchCuroCustomerService,171.0,83,18.6,84,80,78,87,5.0
geographyRequests,175.0,86,9.4,86,73,78,84,3.0
TWS-DS,963.0,95,11.1,98,58,100,57,6.0
garnierService,266.6,88,1.9,96,67,100,82,43.2
COTS,68.0,86,18.3,86,73,89,80,3.0
ServicioOnix,239.6,92,12.2,97,73,100,75,16.0
ICD9ToICD10,331.5,88,4.6,96,73,78,84,29.5
Test Response Service,803.0,83,1.2,84,83,89,91,445.0
noreturnService,277.2,85,1.6,95,73,100,84,6.4
fseqbootService,404.0,93,1.5,98,67,100,82,42.4
HolidayService,123.83,99,16.9,100,73,78,62,19.0
JobServices,150.5,42,0.1,42,73,89,80,0.88
wsDomainDoctor,1817.0,71,2.7,71,73,78,75,68.5
AreaUnit,215.0,98,1.6,100,73,78,84,3.0
pepcoilService,220.2,87,1.0,95,73,100,84,7.2
getorfService,220.2,93,14.2,98,73,100,84,9.0
XigniteInsider,184.5,90,9.4,97,60,78,69,33.62
OfficeResearch,428.0,74,1.4,75,73,78,84,11.83
CB_CD,49.53,53,15.0,54,60,89,69,0.82
hellowsdl2,223.67,63,5.1,63,73,89,75,20.67
RNAhybridImplementationService,257.67,88,8.9,88,67,78,72,16.67
QuoteMachine,129.33,95,15.9,98,73,100,84,1.0
AnalysisWSAppLabImplService,280.17,85,3.9,86,53,89,66,97.74
SMSTextMessaging,156.29,93,0.8,98,60,100,74,52.29
PimlService,3055.0,56,2.4,57,83,89,91,2.75
Departements,283.0,83,20.3,84,73,89,75,13.0
ISecretaryXMLBrokerservice,303.0,91,12.3,97,78,89,89,5.0
primersearchService,230.8,88,1.6,96,73,100,84,8.2
mwfilterService,204.0,94,2.0,98,73,100,84,8.2
extractfeatService,210.0,89,15.7,96,73,100,84,5.8
NetDicV08,416.25,69,6.0,70,67,78,72,164.13
TrWSEm,631.0,83,15.0,84,58,100,80,292.0
Random Quote,186.0,86,11.3,86,60,89,69,6.5
c2i_x0020_Service_x0020_Web_x0020_gratuit,261.33,95,10.1,98,80,89,65,100.66
IBTRNSOAPservice,532.4,51,4.9,51,67,78,82,11.0
Vigenere1,295.67,73,4.0,74,73,89,80,152.17
BlastbtService,3439.83,66,1.6,67,73,89,75,157.5
SessionService1,147.75,78,13.7,78,73,89,84,2.25
showorfService,231.8,94,15.3,98,73,100,84,5.8
ArticleArchive,1479.78,65,2.8,65,73,89,80,44.0
IDEC_GeoServeis,946.0,63,4.2,63,73,89,75,100.33
HBObauprodukte,211.75,59,1.1,60,67,78,72,6.0
chargeService,205.8,90,1.3,97,58,100,75,8.4
ServerTime,137.81,63,2.5,64,73,89,84,11.12
NSVMPublishingAPIV3,314.15,100,6.7,100,60,100,79,18.05
HawleyCreditCardValidate,137.0,86,8.6,86,73,78,84,2.0
AdminService,349.0,91,21.3,97,58,100,75,1.0
SoapTest,126.2,90,7.2,91,73,78,84,9.8
IAAUtilities,529.0,95,3.1,99,73,78,62,15.0
pepwheelService,224.8,98,14.6,100,58,100,75,9.2
PluralsightWeather,645.0,86,8.0,86,73,89,80,86.5
EcMSoapBridgeService,148.95,89,10.8,96,67,100,77,6.73
GoogleSearchService,151.33,97,6.9,99,73,78,84,8.66
showmyip_lookup,173.0,83,11.5,84,73,89,75,20.0
psiphiService,206.2,87,3.7,96,73,100,84,6.2
JgluService,315.0,100,26.2,100,83,89,91,5.0
Fax,108.67,87,4.8,95,73,100,84,24.84
FsouOffice2003Service,602.0,99,6.6,100,73,100,84,10.33
CCChecker,140.0,95,16.4,98,73,78,84,34.0
PostcodeService,128.5,86,6.4,86,73,67,84,88.0
showdbService,463.6,91,2.0,91,73,100,84,98.4
K4THotelAvailWS,219.0,87,2.8,96,73,78,80,17.0
PopulationWS,253.33,88,3.4,88,80,78,83,50.33
WSWUBlastService,1347.91,88,2.6,88,73,78,84,28.55
RegisterResearchServices,57.0,86,40.1,95,73,100,84,1.0
DictmetaService,267.0,63,3.4,64,60,89,69,15.33
Wordml2latexService,171.0,67,8.0,67,73,78,84,7.25
SRS,356.75,56,7.5,56,83,89,91,8.75
news,305.0,86,21.7,95,73,100,84,1.0
FlightRouteAggregatorService,322.0,91,19.6,97,73,100,80,109.0
Wsession,237.5,72,12.7,72,78,89,89,4.0
getorfService,224.2,95,14.3,98,73,100,84,10.4
CasUsers,107.0,87,1.9,95,73,89,62,58.33
QueryService,317.59,91,7.7,92,67,100,72,46.24
Dilbert,410.75,78,8.4,79,73,89,84,3.75
WSNCBIBlastService,3997.0,90,1.7,90,73,78,84,11.4
DataGeneration,168.5,88,5.0,96,60,89,69,1.0
The_x0020_Development_x0020_One_x0020_XMLTV_x0020_Web_x0020_Service,126.22,92,14.1,97,73,78,62,19.44
DelayedStockQuote,105.78,60,10.9,61,73,67,80,59.17
AnalysisWSAppLabImplService,1567.09,73,0.2,74,53,89,66,396.54
Directory,351.0,83,17.0,84,83,89,91,13.0
cuspService,250.4,88,1.7,96,67,100,82,43.4
AutoService,121.46,61,13.9,62,67,89,77,9.15
KEGG,716.0,54,3.9,54,67,78,82,62.12
AWSECommerceService,121.15,88,6.4,89,67,100,77,8.2
paddleService,96.0,83,21.8,84,67,89,72,4.0
QualificationWarranty,281.0,83,19.4,84,80,100,72,4.0
SMS,106.0,95,5.5,99,73,100,84,28.0
PayPalAPIInterfaceService,371.45,19,1.1,20,42,78,72,61.07
VersionService,275.0,83,23.6,84,83,89,91,4.0
AnalysisWSAppLabImplService,281.91,86,4.4,86,53,89,66,86.61
GBSCTHolidayService,157.2,90,17.3,97,73,78,62,48.8
ehmmpfamService,255.0,98,1.3,99,67,100,82,40.8
AnalysisWSAppLabImplService,284.65,86,3.1,86,53,89,66,96.22
RSSValidator,193.0,83,26.2,84,80,100,83,3.0
interopLabEchoHeader,115.0,87,24.5,95,67,89,82,1.0
RCAWS,385.5,56,2.4,57,50,78,77,70.5
WebAcsWS,230.91,99,10.7,100,67,100,82,20.32
AnalysisWSAppLabImplService,292.7,85,1.9,86,53,89,66,85.83
SimpleTest,159.29,41,6.6,41,60,78,69,44.61
WMLP,194.0,56,10.5,56,78,89,89,72.0
SessionService1,123.0,78,10.4,78,73,89,84,3.5
findkmService,280.8,91,2.4,97,58,100,75,42.2
AnalysisWSAppLabImplService,250.74,86,7.0,86,53,89,66,60.04
GoogleSearchService,146.33,100,6.9,100,73,78,84,8.0
Schedule,240.17,91,2.5,92,67,89,72,46.67
WSWUBlastService,1377.55,88,1.6,88,73,78,84,41.37
GeoCodeService,146.5,97,9.4,99,60,100,79,60.5
Afstandsberegner,286.0,93,9.4,98,73,78,84,16.0
AccountInfo,357.57,28,1.0,30,67,89,72,233.0
ImgCount,481.0,83,18.5,84,78,89,89,4.0
oemsearchxmle,384.5,57,5.7,59,67,89,77,24.41
VipWebService,48.35,10,14.9,10,67,78,82,2.92
MAGGIE,996.0,83,14.0,84,83,89,91,59.0
interop2C,95.0,96,28.3,99,60,89,79,1.0
isochoreService,273.2,86,1.8,95,58,100,75,8.2
TerraService,512.88,99,6.8,100,67,100,77,17.88
AOSIFWSService,347.67,47,2.1,48,78,89,91,8.34
DensityMap,74.5,92,8.4,97,73,78,80,23.5
AnalysisWSAppLabImplService,288.87,84,2.1,84,53,89,66,94.7
ndfdXML,327.0,72,4.4,72,67,89,72,14.0
nthseqService,202.4,89,1.0,96,73,100,84,9.2
TaxData,102.0,90,2.5,97,67,100,82,1.0
Compound1,141.5,93,17.6,98,67,100,83,12.0
noreturnService,247.4,98,2.6,100,73,100,84,43.2
etandemService,265.4,99,1.5,100,67,100,82,35.2
cutseqService,259.6,97,0.9,99,67,100,82,59.2
MarketSeg,328.0,89,7.1,96,67,78,77,32.5
WSWUBlastService,1418.27,87,2.1,88,73,78,84,53.27
btwistedService,207.2,85,1.1,95,73,100,84,7.0
zipinfo,157.0,93,4.7,98,60,100,74,45.5
dregService,233.0,89,1.6,96,73,100,84,8.8
soap4buildwsdl,413.09,8,5.4,9,60,89,69,10.11
DimeInterop,135.67,93,2.4,98,58,67,75,21.84
DownloadService,329.0,98,23.9,99,73,100,80,20.0
NewsServices,430.5,40,3.3,40,73,67,84,13.25
wossnameService,546.4,91,1.1,91,73,100,84,25.6
GoogleSearchService,141.33,94,6.9,98,73,78,84,7.33
A.D.A.M._x002C__x0020_Inc._x0020_-_x0020_Content_x0020_Service,114.58,95,13.3,99,67,89,82,32.45
infoseqService,237.8,99,14.3,100,73,100,84,9.6
WSDLInteropTestDocLitService,108.0,93,30.0,98,73,67,84,2.0
Schedule,825.8,90,5.9,91,60,78,69,123.2
grtnwsSOAP,498.5,91,4.8,91,60,89,82,31.17
Medicare,175.5,96,4.7,99,60,100,74,58.0
Current Homeland Security Threat Level,79.0,84,7.1,84,60,89,69,15.0
wsDataSet,2098.0,86,5.1,86,80,67,90,55.0
trimseqService,211.0,86,14.3,95,73,100,84,8.6
GoogleSearchService,118.33,96,7.0,99,73,78,84,8.66
lu,107.83,73,8.5,73,83,50,91,2.5
vectorstripService,295.6,100,1.1,100,67,100,82,45.2
getgeoobjects,315.0,83,15.2,84,83,89,91,36.0
SkyBoT,287.67,63,6.9,63,73,89,75,11.34
otoMotoWebApi,319.38,12,3.6,13,67,78,72,31.07
WSDLInteropTestListService,409.0,87,18.1,96,73,78,84,1.0
revseqService,219.2,94,1.1,98,73,100,84,8.4
showseqService,229.6,88,11.9,96,73,100,84,10.0
Service1,41.0,97,43.1,99,73,100,84,1.0
Statistics,1840.0,90,8.7,97,73,78,80,26.0
sekeywordService,155.0,100,28.1,100,67,89,72,8.0
pepnetService,225.0,100,1.9,100,58,100,75,5.8
WSDLInteropTestDocLitService,180.0,87,12.1,95,73,78,80,55.25
WaterService,1918.4,51,3.0,52,83,89,91,31.8
POCP SOAP Interface,374.6,51,4.3,51,73,78,84,24.2
sms,361.33,63,7.6,63,83,89,91,11.66
XMLPortalService,158.0,99,25.3,100,60,89,69,26.0
AnalysisWSAppLabImplService,319.3,85,0.4,85,53,89,66,128.13
sbml,237.12,62,4.8,63,78,89,89,5.5
ABRXMLPubSub,289.0,85,10.4,95,73,78,80,2.0
Demo,704.0,83,15.5,84,89,100,93,8.0
LittServiceService,192.0,83,24.0,84,83,89,91,8.0
ITicTacToeservice,206.4,60,6.7,61,78,89,89,7.6
DOTSAddressValidate,105.56,92,14.6,97,73,78,80,0.67
GoogleSearchService,181.33,89,8.9,96,73,78,84,12.33
chipsService,254.6,98,1.7,99,67,100,82,43.2
ASPNNewsFeeds,3768.33,63,1.4,63,83,50,91,1991.0
Euro42,142.17,46,6.2,47,73,89,84,10.34
Round4XSDTest,113.09,53,8.4,53,60,89,74,7.18
WSMafftService,1510.33,82,3.2,83,73,78,84,19.66
NamebankServiceService,310.25,22,2.8,22,42,78,74,194.3
WSFastaService,1516.67,91,2.7,91,73,78,84,48.17
ASPNLogin,1376.0,99,8.2,95,83,89,91,856.0
eBob42CSharp,4023.3,16,0.6,17,60,89,79,315.26
AnalysisWSAppLabImplService,325.3,86,1.4,87,53,89,66,91.52
SiteFetchService,319.2,89,3.9,96,58,89,69,1.4
PipelineManagerALE,140.5,97,18.0,99,73,78,84,50.0
GoogleSearchService,115.0,97,6.9,99,73,78,84,8.0
showfeatService,208.6,88,14.2,96,73,100,84,7.6
noreturnService,212.4,96,1.6,99,73,100,84,11.2
SessionManagementServiceBinding,1936.33,76,2.3,76,73,78,88,1627.33
GuspmService,71.16,99,21.9,100,78,89,89,16.44
eUtilsService,181.42,85,2.5,95,89,78,93,2.59
chipsService,254.4,97,1.6,99,73,100,84,7.6
textsearchService,221.2,92,14.2,97,73,100,84,9.2
XWebFAQs,129.2,86,3.5,95,67,100,82,1.4
Events,205.0,65,9.8,66,73,67,84,27.42
tranalignService,333.4,97,12.1,99,73,100,84,11.2
remoteQuery,311.0,83,15.2,84,60,89,69,7.0
SendWM2Mail,227.0,88,21.2,96,73,100,84,23.0
KeywordQueryService,534.5,72,10.7,72,73,89,75,3.5
ITempConverterservice,128.5,72,21.7,72,78,89,89,8.5
eBayAPIInterfaceService,579.58,98,1.2,98,60,100,72,106.15
Footprinting,146.0,63,10.5,63,73,78,75,5.67
Import1,114.0,83,24.1,84,73,89,84,4.0
HitCounter,119.0,86,18.1,86,73,89,84,4.5
ehmmemitService,248.6,91,2.7,97,73,100,84,44.4
WarrantyClaimWebService,82.0,83,35.9,84,73,78,75,2.0
OHRwurmSearchService,392.5,91,6.3,97,73,78,84,89.75
QuoteofTheDay,53.0,97,11.6,99,73,78,84,2.0
AnalysisWSAppLabImplService,279.74,85,4.0,85,53,89,66,67.44
interopLabEchoHeader,960.29,32,3.1,33,60,78,79,865.29
Blast,1067.67,63,1.9,64,83,89,91,751.34
CReasonerService,144.75,56,10.7,56,73,89,75,4.5
WS4lsqlService,4651.0,65,0.9,65,73,100,80,273.0
IDEC_GeoServeis,947.0,63,6.0,63,73,89,75,89.0
DownloadService,314.0,90,24.6,97,73,100,80,21.0
AddressManager,271.0,63,2.7,64,67,89,72,152.0
ResellerService,391.59,97,5.4,99,83,78,93,16.18
UPCLookupService,120.0,83,19.3,84,73,89,84,14.0
IWebAPIService,443.56,94,6.6,98,60,89,72,232.46
supermatcherService,298.2,85,12.5,95,73,100,84,8.0
AMIWebServiceService,532.75,78,5.5,78,67,89,72,26.0
PingPong,225.5,86,10.1,86,73,78,84,2.0
profitService,191.2,96,1.5,99,73,100,84,7.6
AnalysisWSAppLabImplService,283.17,84,2.6,85,53,89,66,101.56
SubscriptionManager,170.25,56,4.2,57,60,100,79,8.5
ASPNLexer,540.67,75,7.3,76,83,50,91,123.0
wsRegistriCertificati,205.12,100,12.3,100,67,78,77,0.62
AnalysisWSAppLabImplService,275.87,85,6.5,86,53,89,66,74.44
SeqnaviSoapApiService,259.0,56,4.1,57,67,78,72,12.75
TNM_Gazetteer_Service,83.33,98,2.1,100,80,78,87,1.33
TemperatureService,108.0,83,26.2,84,83,89,91,7.0
AnalysisWSAppLabImplService,285.57,85,3.1,86,53,89,66,71.61
VSOiService,709.5,86,3.7,86,67,78,82,35.5
Batch_Transfer,96.0,83,21.0,84,73,100,80,3.0
BNQuoteService,112.0,83,26.1,84,83,89,91,8.0
entretService,234.0,97,2.6,99,73,100,84,4.2
AWSECommerceService,65.4,92,6.8,92,67,100,77,8.25
FaxMessagingService,64.75,57,1.4,59,67,100,77,2.25
NRA_x0020_ILA_x0020_News_x0020_and_x0020_Updates_x0020_Syndication,166.0,86,25.7,95,73,89,62,100.0
dottupService,243.0,93,13.7,98,58,100,75,9.0
Interop,237.75,98,2.3,100,72,33,86,9.33
GatewayWSService,307.3,17,3.8,17,42,89,62,20.23
WebSyndicationService,238.04,48,7.1,49,67,89,77,61.93
WSDLInteropTestListService,122.0,99,34.3,100,73,78,84,8.0
ServiceTransfert,252.33,100,10.8,100,50,100,62,6.44
Service,353.17,66,2.3,66,80,89,83,42.84
BDEconomicosFinancieros,292.14,85,1.2,85,73,100,80,63.71
FullerData_x0020_High_x0020_Score_x0020_Service,115.4,96,18.7,99,80,78,87,1.4
SearchNajdiSi,248.0,78,3.1,79,73,78,84,30.5
SdssCutout,153.0,96,6.3,99,73,78,84,99.0
cpgplotService,221.8,99,15.6,100,58,100,75,5.4
AdminService,352.0,98,21.5,100,58,89,75,1.0
Main,150.91,86,13.5,95,67,78,77,4.18
Products,151.22,93,13.6,93,73,78,62,1.44
TVCaboEPG,188.56,91,11.5,97,73,78,80,21.12
GetBestMapDefinitionService,146.0,93,5.9,98,67,78,72,24.0
erez2,174.77,56,2.6,58,67,78,82,37.92
eSynapsMonitor,338.0,72,10.5,72,73,100,84,156.5
XarayaSoap,50.0,72,13.3,72,73,78,84,4.0
danService,220.4,85,15.6,95,58,100,75,5.8
pepinfoService,233.0,94,14.5,98,58,100,75,11.4
Bible,333.0,83,21.9,84,83,89,91,7.0
pepwheelService,220.8,90,14.6,97,58,100,75,8.4
PlaceFinderSample,529.33,66,1.1,66,73,100,80,73.66
PimlService,2967.75,56,2.4,58,83,89,91,4.25
Service1,78.0,92,36.9,97,73,100,84,1.0
ndfdXML,396.0,72,6.7,72,67,89,72,10.0
Rss_Upload,240.25,78,9.1,79,73,89,80,2.25
Service,434.83,66,3.0,66,80,89,83,62.58
WhiteMesaSoap12AddTestSvc,425.0,56,6.1,56,58,78,80,10.0
wordcountService,227.2,86,2.4,95,73,100,84,6.8
ExchangeRateService,122.0,63,9.6,63,80,100,87,2.33
TargetServiceBinding,266.33,85,1.1,95,67,78,85,11.44
skipseqService,223.6,100,0.7,100,73,100,84,6.0
dotmatcherService,328.0,85,12.0,95,58,100,75,9.6
TNM_Elevation_Service,174.5,99,2.5,100,80,78,87,1.0
mwfilterService,262.4,96,3.2,99,73,100,84,48.6
Servicio_etiquetado,563.22,86,2.6,95,73,89,62,1.66
pepinfoService,411.4,93,10.8,98,58,100,75,9.4
FlightRouteService,379.5,88,14.8,96,73,100,80,137.5
VSOiService,678.5,86,1.7,87,67,78,82,2.5
BulportFinanceService,445.0,89,12.1,96,83,89,91,1.5
XigniteExchanges,401.62,86,8.1,95,60,78,74,0.77
NewsNArticles,109.6,99,19.3,100,73,78,62,1.0
NED,462.0,99,12.7,100,73,78,80,11.0
DOTSAddressValidate,100.56,99,14.1,100,73,78,80,1.23
AreaService,107.0,83,31.3,84,73,100,84,3.0
fuzztranService,247.4,92,0.9,97,67,100,82,42.6
NRA_x0020_ILA_x0020_News_x0020_Syndication,59.0,88,28.6,96,73,89,62,2.0
geographyRequests,125.0,86,9.4,86,73,78,84,3.0
SendServiceNoHeader,255.25,67,1.4,67,73,89,80,34.5
Curs,184.0,93,6.3,98,73,100,84,0.5
PlaceCatalogService,390.0,72,16.2,72,78,89,89,119.0
cpgreportService,231.8,87,1.1,95,73,100,84,9.2
ArticlesSecure,106.75,90,16.2,96,73,78,80,24.13
fdiscbootService,507.0,89,2.2,96,73,100,84,42.8
seqmatchallService,265.0,93,2.6,98,67,100,82,41.4
sixpackService,229.4,98,13.9,100,73,100,84,10.4
DataManager,148.69,95,14.4,95,67,100,77,5.92
HeaderTimeService,225.75,78,6.5,79,67,89,82,67.5
weasel,278.0,97,9.6,99,73,100,84,54.0
GoogleSearchService,130.67,100,6.9,100,73,78,84,10.0
SRWSampleService,291.0,88,1.9,96,73,78,75,137.0
AnalysisWSAppLabImplService,280.61,85,4.8,86,53,89,66,85.7
garnierService,220.6,96,1.3,99,73,100,84,6.2
tfscanService,324.0,88,0.9,96,73,100,84,7.0
Sisu,437.8,90,7.3,97,60,89,69,256.07
descseqService,226.0,97,14.6,99,73,100,84,11.2
findkmService,204.6,96,1.9,99,58,100,75,7.8
MapImage,201.12,44,0.9,44,67,89,72,112.87
InstantOrder,269.5,86,11.8,95,73,89,62,62.5
DownloadService,331.0,87,20.4,95,73,100,80,46.0
Systamex,1201.0,83,12.0,84,78,89,89,2.0
ChartReq,431.33,85,9.4,95,67,78,72,6.66
Context,162.14,93,13.1,98,73,78,80,23.28
checktransService,225.2,100,14.0,100,73,100,84,10.4
WebServiceAgentService,234.5,89,23.7,96,78,89,89,106.0
Service,1859.64,96,2.6,99,60,78,79,16.07
notseqService,543.0,95,9.3,99,73,100,84,7.4
CotizadorService,787.47,95,4.5,96,58,100,75,84.6
AnalysisWSAppLabImplService,280.39,86,6.4,86,53,89,66,88.78
VersionService,134.0,83,22.5,84,83,89,91,9.0
BcsoCorrections,204.0,98,12.7,99,80,89,65,2.0
MemberServices,87.14,87,20.5,95,67,89,58,0.71
fdnacompService,330.2,85,2.1,95,67,100,82,46.8
Service,356.67,66,3.0,66,80,89,83,59.5
twofeatService,229.4,99,13.7,100,73,100,84,8.6
GoogleService,836.5,86,5.4,86,73,67,84,17.0
CBRFSearchSystem,842.33,93,7.0,98,73,100,84,109.66
eyeVeri,170.67,96,2.6,99,73,89,84,34.0
oddcompService,212.2,90,1.6,96,73,100,84,8.8
NAF,193.67,99,12.3,100,73,100,80,1.23
TemperatureService,108.0,83,28.2,84,83,89,91,8.0
Articles,119.0,92,14.0,97,73,78,80,42.25
AnalysisWSAppLabImplService,269.83,85,4.5,86,53,89,66,74.96
PasteHereWebService,208.22,61,7.6,62,73,78,80,81.83
SoapingService,249.0,85,24.9,95,83,89,91,1.0
XigniteRegistration,136.71,90,3.8,97,60,78,74,5.23
Compound2,482.0,85,16.0,95,73,100,84,1.0
AnalysisWSAppLabImplService,283.74,86,3.3,87,53,89,66,96.78
tcodeService,251.4,87,1.5,95,58,100,75,7.4
ERSWebCensusMapService,1760.48,97,2.4,98,67,89,58,18.76
EconometricStats,461.0,98,6.7,100,60,100,74,14.57
ApplicationPort,183.0,89,5.8,96,73,78,84,3.0
CashFlowPresentValues,2561.33,87,1.2,96,67,78,72,28.0
TCrossPlatformSoapService,461.5,39,5.1,40,80,89,83,331.88
GoogleSearchService,125.67,92,7.2,97,73,78,84,18.0
showdbService,436.6,90,1.3,91,73,100,84,90.2
IntegrateServiceService,257.5,100,3.4,100,73,78,84,1.0
executor,162.8,51,4.3,51,58,78,75,6.8
Resources,175.6,51,6.4,51,80,100,87,12.4
GraypotService,302.33,53,6.0,54,67,89,72,12.03
WSDLInteropTestDocLitService,114.25,92,8.2,97,80,89,83,2.5
pepcoilService,251.4,93,2.1,98,67,100,82,40.6
AnalysisWSAppLabImplService,303.65,85,3.4,85,53,89,66,86.35
AnalysisWSAppLabImplService,287.04,84,1.6,85,53,89,66,99.04
Report,349.07,95,9.1,96,67,100,77,5.4
Zip2Geo,115.0,86,8.8,86,73,78,84,61.5
WikiWebService,620.25,91,8.5,97,78,78,89,13.75
DevLeap_x0020_-_x0020_Codice_x0020_Fiscale,189.0,100,15.4,100,73,100,84,21.5
FraudLabsWebService,117.0,91,1.8,97,73,78,84,43.0
CupScores,251.0,86,2.6,87,73,78,80,143.0
FpMLValidation,114.0,86,16.1,86,73,89,84,67.0
IT_x0040_Service_x0020_Webservices,409.67,99,10.9,100,73,89,62,126.34
imageConvert,564.0,83,13.7,84,89,100,93,122.0
IKtoPruefservice,421.0,63,6.7,63,67,78,85,57.0
DocApi,202.04,97,9.9,99,60,89,74,6.92
AdminService,407.0,85,19.1,95,58,89,75,32.0
protein_2d_structure__hmomentService,243.02,90,4.2,90,53,89,66,56.36
AnalysisWSAppLabImplService,353.26,85,2.5,86,53,89,66,113.91
TestService,524.0,94,22.5,98,67,89,85,22.0
CustomFieldResponseWS,143.25,79,1.8,79,73,78,84,78.0
TNPubServicesXML,97.04,94,11.9,98,67,78,77,39.12
interopLabEchoHeader,1034.43,32,3.1,33,60,78,79,931.07
eZentrum-Webservices,321.5,56,3.7,57,67,78,85,14.25
tbapi,413.33,100,12.0,100,78,78,89,27.0
Discordian,872.0,83,15.4,84,78,89,89,14.0
BlogAPI,126.0,97,31.5,99,58,100,75,14.0
Service1,114.0,86,17.9,86,73,89,84,3.0
SOAPSend,154.0,90,23.9,97,73,78,80,9.0
BNPriceWS,477.0,94,14.2,98,73,78,84,2.0
EmptySA,113.0,83,22.3,84,83,89,91,4.0
antigenicService,203.8,93,1.9,98,73,100,84,9.4
nucleic_cpg_islands__newcpgseekService,246.53,88,6.8,89,53,89,66,63.45
ConfigEditingService,853.6,88,6.1,96,60,78,74,55.2
MFundsService,500.71,92,2.2,93,67,89,58,233.85
XigniteVWAP,492.13,88,6.8,96,60,78,74,1.33
SmsApiService,158.0,100,23.3,100,80,89,87,1.0
IT_x0040_Service_x0020_Webservices,294.5,87,14.5,95,73,89,62,66.0
ServerExampleService,424.83,46,3.7,46,73,89,84,20.83
AnalysisWSAppLabImplService,356.96,85,2.2,85,53,89,66,133.7
MorphologicalAnalysis_frontendService,242.0,71,11.9,72,73,89,75,5.0
prettyseqService,298.2,98,0.9,99,67,100,82,59.4
